stock,STT,indicator,2017,2016,2015,2014,2013
MBS,9,Vòng quay Tổng tài sản,5%,15%,13%,14%,1%
MBS,10,Vòng quay tài sản ngắn hạn,6%,17%,14%,16%,1%
MBS,11,Vòng quay vốn chủ sở hữu,15%,39%,30%,31%,2%
MBS,12,Vòng quay Hàng tồn kho,0%,0%,0%,"204,819%","15,339%"
MBS,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,3%,2%,19%,9%
MBS,14,Lợi nhuận sau thuế/Doanh thu thuần,3%,3%,2%,19%,9%
MBS,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,0%,0%,2%,0%
MBS,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,1%,1%,6%,0%
MBS,1,Lợi nhuận trên vốn đầu tư (ROIC),5%,5%,3%,35%,10%
MBS,2,Tỷ lệ tăng trưởng doanh thu,32%,31%,1%,"1,455%",-94%
MBS,3,Lợi nhuận trên cổ phiếu (EPS),0%,79%,52%,0%,0%
MBS,4,Vốn chủ sở hữu,-3%,1%,0%,7%,51%
MBS,5,Tiền mặt,303%,-65%,-14%,39%,71%
MBS,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
MBS,2,Tăng trưởng giá cổ phiếu,171%,-35%,N/A,N/A,N/A
MCG,1,Tài sản ngắn hạn/Tổng tài sản,56%,55%,61%,58%,70%
MCG,2,Tài sản dài hạn/Tổng tài sản,44%,45%,39%,42%,30%
MCG,3,Nợ phải trả/Tổng nguồn vốn,70%,68%,71%,75%,81%
MCG,4,Nợ phải trả/Vốn chủ sở hữu,230%,211%,248%,298%,427%
MCG,5,Vốn chủ sở hữu/Tổng nguồn vốn,30%,32%,29%,25%,19%
MCG,6,Thanh toán hiện hành,124%,119%,118%,114%,122%
MCG,7,Thanh toán nhanh,80%,72%,66%,54%,48%
MCG,8,Thanh toán nợ ngắn hạn,5%,1%,13%,2%,2%
MCG,9,Vòng quay Tổng tài sản,3%,17%,17%,48%,30%
MCG,10,Vòng quay tài sản ngắn hạn,5%,29%,29%,73%,43%
MCG,11,Vòng quay vốn chủ sở hữu,8%,55%,64%,219%,130%
MCG,12,Vòng quay Hàng tồn kho,8%,62%,47%,119%,81%
MCG,13,Lợi nhuận trước thuế/Doanh thu thuần,25%,3%,7%,3%,-22%
MCG,14,Lợi nhuận sau thuế/Doanh thu thuần,-4%,3%,6%,3%,-22%
MCG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,0%,1%,2%,-6%
MCG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),1%,1%,4%,7%,-33%
MCG,1,Lợi nhuận trên vốn đầu tư (ROIC),-7%,3%,8%,3%,-20%
MCG,2,Tỷ lệ tăng trưởng doanh thu,-31%,-12%,-69%,50%,-57%
MCG,3,Lợi nhuận trên cổ phiếu (EPS),-71%,-60%,-32%,0%,"-6,706%"
MCG,4,Vốn chủ sở hữu,1%,1%,6%,7%,-25%
MCG,5,Tiền mặt,242%,-91%,425%,-17%,-54%
MCG,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
MCG,2,Tăng trưởng giá cổ phiếu,84%,-50%,-36%,19%,42%
MHC,1,Tài sản ngắn hạn/Tổng tài sản,92%,86%,84%,25%,33%
MHC,2,Tài sản dài hạn/Tổng tài sản,8%,14%,16%,75%,67%
MHC,3,Nợ phải trả/Tổng nguồn vốn,23%,6%,5%,23%,46%
MHC,4,Nợ phải trả/Vốn chủ sở hữu,29%,6%,5%,30%,95%
MHC,5,Vốn chủ sở hữu/Tổng nguồn vốn,77%,94%,95%,77%,49%
MHC,6,Thanh toán hiện hành,"1,293%","1,475%","1,817%",110%,72%
MHC,7,Thanh toán nhanh,"1,293%","1,475%","1,817%",110%,72%
MHC,8,Thanh toán nợ ngắn hạn,30%,38%,30%,3%,39%
MHC,9,Vòng quay Tổng tài sản,2%,15%,19%,29%,28%
MHC,10,Vòng quay tài sản ngắn hạn,3%,17%,30%,100%,77%
MHC,11,Vòng quay vốn chủ sở hữu,3%,16%,21%,45%,59%
MHC,12,Vòng quay Hàng tồn kho,"269,160%","12,552,200%","3,064,100%","1,167,000%","655,600%"
MHC,13,Lợi nhuận trước thuế/Doanh thu thuần,29%,113%,174%,106%,31%
MHC,14,Lợi nhuận sau thuế/Doanh thu thuần,23%,83%,165%,104%,30%
MHC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,12%,24%,28%,8%
MHC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),1%,12%,26%,37%,17%
MHC,1,Lợi nhuận trên vốn đầu tư (ROIC),25%,95%,183%,138%,38%
MHC,2,Tỷ lệ tăng trưởng doanh thu,34%,6%,-2%,9%,-47%
MHC,3,Lợi nhuận trên cổ phiếu (EPS),-97%,-22%,8%,354%,402%
MHC,4,Vốn chủ sở hữu,-5%,10%,122%,76%,7%
MHC,5,Tiền mặt,-58%,79%,222%,-95%,121%
MHC,1,Cổ tức tiền mặt,N/A,N/A,10%,N/A,N/A
MHC,2,Tăng trưởng giá cổ phiếu,-7%,-47%,13%,300%,43%
MPT,1,Tài sản ngắn hạn/Tổng tài sản,66%,63%,63%,60%,95%
MPT,2,Tài sản dài hạn/Tổng tài sản,34%,37%,37%,40%,5%
MPT,3,Nợ phải trả/Tổng nguồn vốn,48%,46%,47%,37%,86%
MPT,4,Nợ phải trả/Vốn chủ sở hữu,93%,84%,89%,77%,629%
MPT,5,Vốn chủ sở hữu/Tổng nguồn vốn,52%,54%,53%,48%,14%
MPT,6,Thanh toán hiện hành,163%,165%,161%,193%,110%
MPT,7,Thanh toán nhanh,71%,76%,61%,90%,53%
MPT,8,Thanh toán nợ ngắn hạn,1%,6%,8%,15%,21%
MPT,9,Vòng quay Tổng tài sản,13%,44%,42%,40%,234%
MPT,10,Vòng quay tài sản ngắn hạn,19%,69%,68%,65%,245%
MPT,11,Vòng quay vốn chủ sở hữu,25%,81%,82%,86%,"1,704%"
MPT,12,Vòng quay Hàng tồn kho,25%,98%,93%,104%,422%
MPT,13,Lợi nhuận trước thuế/Doanh thu thuần,6%,7%,18%,9%,0%
MPT,14,Lợi nhuận sau thuế/Doanh thu thuần,5%,5%,14%,7%,0%
MPT,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),2%,2%,6%,1%,0%
MPT,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),4%,3%,10%,3%,-3%
MPT,1,Lợi nhuận trên vốn đầu tư (ROIC),6%,6%,18%,8%,0%
MPT,2,Tỷ lệ tăng trưởng doanh thu,38%,32%,110%,218%,-100%
MPT,3,Lợi nhuận trên cổ phiếu (EPS),-15%,-60%,0%,0%,0%
MPT,4,Vốn chủ sở hữu,39%,44%,23%,"6,095%",-100%
MPT,5,Tiền mặt,-72%,-1%,-22%,352%,-100%
MPT,1,Cổ tức tiền mặt,N/A,3%,N/A,N/A,N/A
MPT,2,Tăng trưởng giá cổ phiếu,-43%,-56%,N/A,N/A,N/A
MSN,1,Tài sản ngắn hạn/Tổng tài sản,23%,31%,23%,31%,24%
MSN,2,Tài sản dài hạn/Tổng tài sản,77%,69%,77%,69%,76%
MSN,3,Nợ phải trả/Tổng nguồn vốn,62%,72%,62%,59%,50%
MSN,4,Nợ phải trả/Vốn chủ sở hữu,164%,260%,165%,207%,161%
MSN,5,Vốn chủ sở hữu/Tổng nguồn vốn,38%,28%,38%,28%,31%
MSN,6,Thanh toán hiện hành,121%,128%,111%,139%,114%
MSN,7,Thanh toán nhanh,86%,98%,82%,126%,104%
MSN,8,Thanh toán nợ ngắn hạn,38%,73%,55%,44%,58%
MSN,9,Vòng quay Tổng tài sản,14%,60%,49%,32%,28%
MSN,10,Vòng quay tài sản ngắn hạn,49%,219%,185%,116%,117%
MSN,11,Vòng quay vốn chủ sở hữu,39%,183%,145%,109%,70%
MSN,12,Vòng quay Hàng tồn kho,133%,619%,691%,709%,850%
MSN,13,Lợi nhuận trước thuế/Doanh thu thuần,12%,10%,11%,17%,17%
MSN,14,Lợi nhuận sau thuế/Doanh thu thuần,10%,9%,8%,13%,11%
MSN,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),4%,5%,4%,4%,3%
MSN,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),11%,19%,9%,14%,9%
MSN,1,Lợi nhuận trên vốn đầu tư (ROIC),15%,12%,12%,21%,19%
MSN,2,Tỷ lệ tăng trưởng doanh thu,-15%,44%,92%,35%,14%
MSN,3,Lợi nhuận trên cổ phiếu (EPS),-21%,89%,37%,151%,-67%
MSN,4,Vốn chủ sở hữu,7%,-25%,81%,4%,-27%
MSN,5,Tiền mặt,-59%,58%,61%,-9%,0%
MSN,1,Cổ tức tiền mặt,N/A,N/A,30%,N/A,N/A
MSN,2,Tăng trưởng giá cổ phiếu,51%,-16%,-7%,1%,-19%
MSR,1,Tài sản ngắn hạn/Tổng tài sản,11%,9%,9%,8%,4%
MSR,2,Tài sản dài hạn/Tổng tài sản,89%,91%,91%,92%,96%
MSR,3,Nợ phải trả/Tổng nguồn vốn,55%,56%,56%,54%,48%
MSR,4,Nợ phải trả/Vốn chủ sở hữu,125%,127%,129%,118%,93%
MSR,5,Vốn chủ sở hữu/Tổng nguồn vốn,45%,44%,44%,46%,52%
MSR,6,Thanh toán hiện hành,80%,71%,63%,77%,15%
MSR,7,Thanh toán nhanh,46%,39%,35%,52%,8%
MSR,8,Thanh toán nợ ngắn hạn,13%,17%,9%,5%,3%
MSR,9,Vòng quay Tổng tài sản,5%,15%,10%,12%,0%
MSR,10,Vòng quay tài sản ngắn hạn,55%,162%,117%,195%,0%
MSR,11,Vòng quay vốn chủ sở hữu,12%,35%,23%,25%,0%
MSR,12,Vòng quay Hàng tồn kho,89%,268%,218%,384%,0%
MSR,13,Lợi nhuận trước thuế/Doanh thu thuần,5%,2%,2%,0%,0%
MSR,14,Lợi nhuận sau thuế/Doanh thu thuần,5%,3%,3%,1%,0%
MSR,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,0%,0%,0%,0%
MSR,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),1%,1%,1%,0%,0%
MSR,1,Lợi nhuận trên vốn đầu tư (ROIC),7%,4%,4%,2%,0%
MSR,2,Tỷ lệ tăng trưởng doanh thu,29%,52%,-7%,-100%,-100%
MSR,3,Lợi nhuận trên cổ phiếu (EPS),-12%,-28%,324%,240%,0%
MSR,4,Vốn chủ sở hữu,1%,1%,1%,5%,-100%
MSR,5,Tiền mặt,-7%,62%,173%,-9%,-100%
MSR,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
MSR,2,Tăng trưởng giá cổ phiếu,19%,25%,-18%,N/A,N/A
MTG,1,Tài sản ngắn hạn/Tổng tài sản,26%,27%,24%,39%,51%
MTG,2,Tài sản dài hạn/Tổng tài sản,74%,73%,76%,61%,49%
MTG,3,Nợ phải trả/Tổng nguồn vốn,52%,55%,57%,60%,55%
MTG,4,Nợ phải trả/Vốn chủ sở hữu,107%,124%,134%,147%,124%
MTG,5,Vốn chủ sở hữu/Tổng nguồn vốn,48%,45%,43%,40%,45%
MTG,6,Thanh toán hiện hành,66%,61%,54%,79%,116%
MTG,7,Thanh toán nhanh,50%,53%,40%,56%,100%
MTG,8,Thanh toán nợ ngắn hạn,5%,8%,6%,9%,5%
MTG,9,Vòng quay Tổng tài sản,108%,112%,142%,195%,112%
MTG,10,Vòng quay tài sản ngắn hạn,405%,438%,430%,436%,226%
MTG,11,Vòng quay vốn chủ sở hữu,232%,257%,342%,460%,245%
MTG,12,Vòng quay Hàng tồn kho,"1,981%","2,112%","1,553%","2,026%","2,320%"
MTG,13,Lợi nhuận trước thuế/Doanh thu thuần,1%,1%,-8%,1%,1%
MTG,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,1%,-8%,0%,1%
MTG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),2%,1%,-13%,1%,1%
MTG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),3%,2%,-31%,2%,2%
MTG,1,Lợi nhuận trên vốn đầu tư (ROIC),2%,1%,-8%,0%,1%
MTG,2,Tỷ lệ tăng trưởng doanh thu,-9%,-33%,-34%,90%,-15%
MTG,3,Lợi nhuận trên cổ phiếu (EPS),-100%,0%,-517%,6%,42%
MTG,4,Vốn chủ sở hữu,3%,2%,-25%,1%,0%
MTG,5,Tiền mặt,-42%,29%,-56%,113%,158%
MTG,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,2%
MTG,2,Tăng trưởng giá cổ phiếu,95%,-50%,-14%,48%,7%
MWG,1,Tài sản ngắn hạn/Tổng tài sản,79%,83%,85%,83%,86%
MWG,2,Tài sản dài hạn/Tổng tài sản,21%,17%,15%,17%,14%
MWG,3,Nợ phải trả/Tổng nguồn vốn,68%,74%,66%,56%,63%
MWG,4,Nợ phải trả/Vốn chủ sở hữu,217%,287%,193%,130%,176%
MWG,5,Vốn chủ sở hữu/Tổng nguồn vốn,32%,26%,34%,43%,36%
MWG,6,Thanh toán hiện hành,116%,112%,129%,148%,136%
MWG,7,Thanh toán nhanh,39%,26%,26%,33%,44%
MWG,8,Thanh toán nợ ngắn hạn,26%,9%,7%,11%,22%
MWG,9,Vòng quay Tổng tài sản,122%,403%,473%,559%,496%
MWG,10,Vòng quay tài sản ngắn hạn,153%,483%,560%,664%,596%
MWG,11,Vòng quay vốn chủ sở hữu,375%,"1,411%","1,276%","1,385%","1,508%"
MWG,12,Vòng quay Hàng tồn kho,177%,523%,598%,767%,722%
MWG,13,Lợi nhuận trước thuế/Doanh thu thuần,4%,4%,5%,6%,4%
MWG,14,Lợi nhuận sau thuế/Doanh thu thuần,3%,4%,4%,4%,3%
MWG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),12%,11%,15%,20%,12%
MWG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),38%,41%,43%,46%,32%
MWG,1,Lợi nhuận trên vốn đầu tư (ROIC),4%,4%,5%,5%,3%
MWG,2,Tỷ lệ tăng trưởng doanh thu,46%,80%,60%,66%,29%
MWG,3,Lợi nhuận trên cổ phiếu (EPS),28%,47%,60%,25%,104%
MWG,4,Vốn chủ sở hữu,50%,55%,68%,84%,74%
MWG,5,Tiền mặt,411%,190%,62%,-30%,191%
MWG,1,Cổ tức tiền mặt,N/A,15%,15%,N/A,N/A
MWG,2,Tăng trưởng giá cổ phiếu,77%,103%,-10%,127%,N/A
NAF,1,Tài sản ngắn hạn/Tổng tài sản,72%,68%,82%,78%,54%
NAF,2,Tài sản dài hạn/Tổng tài sản,28%,32%,18%,22%,46%
NAF,3,Nợ phải trả/Tổng nguồn vốn,40%,31%,27%,33%,59%
NAF,4,Nợ phải trả/Vốn chủ sở hữu,66%,45%,38%,50%,141%
NAF,5,Vốn chủ sở hữu/Tổng nguồn vốn,60%,69%,73%,67%,41%
NAF,6,Thanh toán hiện hành,226%,226%,319%,234%,96%
NAF,7,Thanh toán nhanh,204%,206%,295%,214%,83%
NAF,8,Thanh toán nợ ngắn hạn,6%,9%,21%,37%,9%
NAF,9,Vòng quay Tổng tài sản,17%,79%,146%,226%,223%
NAF,10,Vòng quay tài sản ngắn hạn,24%,106%,181%,324%,435%
NAF,11,Vòng quay vốn chủ sở hữu,28%,111%,205%,386%,547%
NAF,12,Vòng quay Hàng tồn kho,155%,933%,"1,862%","2,978%","4,445%"
NAF,13,Lợi nhuận trước thuế/Doanh thu thuần,20%,15%,13%,7%,1%
NAF,14,Lợi nhuận sau thuế/Doanh thu thuần,15%,13%,12%,6%,1%
NAF,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),9%,10%,12%,11%,2%
NAF,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),16%,14%,16%,16%,4%
NAF,1,Lợi nhuận trên vốn đầu tư (ROIC),22%,18%,16%,7%,1%
NAF,2,Tỷ lệ tăng trưởng doanh thu,-10%,-13%,79%,102%,"2,310%"
NAF,3,Lợi nhuận trên cổ phiếu (EPS),45%,1%,161%,"1,219%",0%
NAF,4,Vốn chủ sở hữu,19%,7%,243%,240%,76%
NAF,5,Tiền mặt,4%,-42%,41%,428%,"21,189%"
NAF,1,Cổ tức tiền mặt,N/A,N/A,5%,N/A,N/A
NAF,2,Tăng trưởng giá cổ phiếu,-32%,6%,9%,N/A,N/A
NBB,1,Tài sản ngắn hạn/Tổng tài sản,92%,91%,89%,88%,85%
NBB,2,Tài sản dài hạn/Tổng tài sản,8%,9%,11%,12%,15%
NBB,3,Nợ phải trả/Tổng nguồn vốn,70%,72%,65%,49%,57%
NBB,4,Nợ phải trả/Vốn chủ sở hữu,236%,259%,183%,98%,135%
NBB,5,Vốn chủ sở hữu/Tổng nguồn vốn,30%,28%,35%,50%,42%
NBB,6,Thanh toán hiện hành,177%,184%,364%,389%,258%
NBB,7,Thanh toán nhanh,47%,49%,52%,48%,32%
NBB,8,Thanh toán nợ ngắn hạn,3%,5%,3%,1%,1%
NBB,9,Vòng quay Tổng tài sản,6%,1%,3%,7%,7%
NBB,10,Vòng quay tài sản ngắn hạn,6%,1%,3%,9%,8%
NBB,11,Vòng quay vốn chủ sở hữu,19%,3%,7%,16%,16%
NBB,12,Vòng quay Hàng tồn kho,7%,1%,3%,7%,5%
NBB,13,Lợi nhuận trước thuế/Doanh thu thuần,0%,125%,42%,22%,22%
NBB,14,Lợi nhuận sau thuế/Doanh thu thuần,-1%,109%,34%,16%,12%
NBB,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),2%,1%,1%,1%,1%
NBB,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),6%,3%,3%,2%,2%
NBB,1,Lợi nhuận trên vốn đầu tư (ROIC),-1%,122%,45%,23%,21%
NBB,2,Tỷ lệ tăng trưởng doanh thu,"2,426%",-57%,-60%,20%,-57%
NBB,3,Lợi nhuận trên cổ phiếu (EPS),"2,078%",8%,24%,38%,-85%
NBB,4,Vốn chủ sở hữu,30%,11%,-21%,20%,4%
NBB,5,Tiền mặt,100%,277%,203%,26%,-48%
NBB,1,Cổ tức tiền mặt,N/A,N/A,N/A,10%,10%
NBB,2,Tăng trưởng giá cổ phiếu,14%,-10%,-4%,77%,-10%
NBC,1,Tài sản ngắn hạn/Tổng tài sản,31%,28%,36%,26%,34%
NBC,2,Tài sản dài hạn/Tổng tài sản,69%,72%,64%,74%,66%
NBC,3,Nợ phải trả/Tổng nguồn vốn,84%,78%,74%,67%,73%
NBC,4,Nợ phải trả/Vốn chủ sở hữu,523%,350%,286%,206%,276%
NBC,5,Vốn chủ sở hữu/Tổng nguồn vốn,16%,22%,26%,33%,27%
NBC,6,Thanh toán hiện hành,86%,83%,91%,71%,82%
NBC,7,Thanh toán nhanh,24%,37%,42%,24%,58%
NBC,8,Thanh toán nợ ngắn hạn,0%,0%,1%,2%,1%
NBC,9,Vòng quay Tổng tài sản,14%,72%,104%,157%,197%
NBC,10,Vòng quay tài sản ngắn hạn,43%,228%,328%,521%,583%
NBC,11,Vòng quay vốn chủ sở hữu,73%,302%,361%,531%,770%
NBC,12,Vòng quay Hàng tồn kho,52%,334%,452%,940%,"1,707%"
NBC,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,4%,5%,8%,5%
NBC,14,Lợi nhuận sau thuế/Doanh thu thuần,2%,3%,4%,6%,3%
NBC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),2%,2%,3%,10%,6%
NBC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),9%,9%,13%,30%,24%
NBC,1,Lợi nhuận trên vốn đầu tư (ROIC),3%,4%,5%,7%,4%
NBC,2,Tỷ lệ tăng trưởng doanh thu,27%,-11%,-25%,-18%,5%
NBC,3,Lợi nhuận trên cổ phiếu (EPS),-15%,-17%,-48%,25%,67%
NBC,4,Vốn chủ sở hữu,3%,10%,2%,20%,18%
NBC,5,Tiền mặt,-13%,-36%,-56%,26%,-17%
NBC,1,Cổ tức tiền mặt,N/A,6%,6%,8%,14%
NBC,2,Tăng trưởng giá cổ phiếu,-4%,18%,-17%,26%,11%
NCT,1,Tài sản ngắn hạn/Tổng tài sản,62%,72%,68%,69%,84%
NCT,2,Tài sản dài hạn/Tổng tài sản,38%,28%,32%,31%,16%
NCT,3,Nợ phải trả/Tổng nguồn vốn,18%,11%,16%,15%,17%
NCT,4,Nợ phải trả/Vốn chủ sở hữu,22%,12%,19%,17%,20%
NCT,5,Vốn chủ sở hữu/Tổng nguồn vốn,82%,89%,84%,85%,83%
NCT,6,Thanh toán hiện hành,358%,701%,439%,480%,506%
NCT,7,Thanh toán nhanh,353%,694%,433%,471%,499%
NCT,8,Thanh toán nợ ngắn hạn,49%,34%,27%,180%,57%
NCT,9,Vòng quay Tổng tài sản,36%,137%,152%,154%,172%
NCT,10,Vòng quay tài sản ngắn hạn,52%,196%,222%,207%,207%
NCT,11,Vòng quay vốn chủ sở hữu,43%,158%,179%,182%,208%
NCT,12,Vòng quay Hàng tồn kho,"1,811%","6,994%","5,544%","5,252%","7,533%"
NCT,13,Lợi nhuận trước thuế/Doanh thu thuần,56%,49%,50%,50%,54%
NCT,14,Lợi nhuận sau thuế/Doanh thu thuần,46%,39%,39%,40%,43%
NCT,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),59%,55%,60%,51%,72%
NCT,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),73%,62%,72%,60%,86%
NCT,1,Lợi nhuận trên vốn đầu tư (ROIC),108%,91%,90%,93%,106%
NCT,2,Tỷ lệ tăng trưởng doanh thu,11%,-14%,18%,18%,35%
NCT,3,Lợi nhuận trên cổ phiếu (EPS),4%,-13%,14%,10%,41%
NCT,4,Vốn chủ sở hữu,-22%,0%,-4%,59%,8%
NCT,5,Tiền mặt,-73%,-20%,-85%,324%,112%
NCT,1,Cổ tức tiền mặt,N/A,100%,110%,77%,N/A
NCT,2,Tăng trưởng giá cổ phiếu,27%,-33%,90%,N/A,N/A
NDF,1,Tài sản ngắn hạn/Tổng tài sản,71%,59%,55%,54%,62%
NDF,2,Tài sản dài hạn/Tổng tài sản,29%,41%,45%,46%,38%
NDF,3,Nợ phải trả/Tổng nguồn vốn,12%,21%,19%,23%,64%
NDF,4,Nợ phải trả/Vốn chủ sở hữu,14%,27%,24%,30%,176%
NDF,5,Vốn chủ sở hữu/Tổng nguồn vốn,88%,79%,81%,77%,36%
NDF,6,Thanh toán hiện hành,576%,292%,314%,257%,195%
NDF,7,Thanh toán nhanh,516%,253%,228%,215%,100%
NDF,8,Thanh toán nợ ngắn hạn,39%,27%,32%,48%,72%
NDF,9,Vòng quay Tổng tài sản,7%,46%,66%,122%,186%
NDF,10,Vòng quay tài sản ngắn hạn,11%,81%,122%,217%,261%
NDF,11,Vòng quay vốn chủ sở hữu,8%,58%,84%,195%,414%
NDF,12,Vòng quay Hàng tồn kho,40%,421%,492%,686%,482%
NDF,13,Lợi nhuận trước thuế/Doanh thu thuần,164%,-17%,0%,4%,2%
NDF,14,Lợi nhuận sau thuế/Doanh thu thuần,142%,-17%,0%,3%,1%
NDF,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),9%,-8%,0%,3%,2%
NDF,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),10%,-10%,0%,4%,5%
NDF,1,Lợi nhuận trên vốn đầu tư (ROIC),225%,-16%,0%,3%,1%
NDF,2,Tỷ lệ tăng trưởng doanh thu,-30%,-24%,-19%,26%,-38%
NDF,3,Lợi nhuận trên cổ phiếu (EPS),0%,"-15,260%",-99%,443%,-36%
NDF,4,Vốn chủ sở hữu,10%,-9%,36%,303%,14%
NDF,5,Tiền mặt,-35%,-7%,-28%,-16%,190%
NDF,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
NDF,2,Tăng trưởng giá cổ phiếu,263%,-11%,-80%,-27%,N/A
NDN,1,Tài sản ngắn hạn/Tổng tài sản,86%,85%,71%,58%,81%
NDN,2,Tài sản dài hạn/Tổng tài sản,14%,15%,29%,42%,19%
NDN,3,Nợ phải trả/Tổng nguồn vốn,29%,23%,19%,52%,71%
NDN,4,Nợ phải trả/Vốn chủ sở hữu,41%,30%,23%,109%,254%
NDN,5,Vốn chủ sở hữu/Tổng nguồn vốn,71%,77%,81%,48%,28%
NDN,6,Thanh toán hiện hành,305%,386%,419%,179%,218%
NDN,7,Thanh toán nhanh,230%,293%,274%,63%,47%
NDN,8,Thanh toán nợ ngắn hạn,17%,17%,16%,6%,1%
NDN,9,Vòng quay Tổng tài sản,8%,48%,49%,47%,27%
NDN,10,Vòng quay tài sản ngắn hạn,10%,62%,77%,68%,33%
NDN,11,Vòng quay vốn chủ sở hữu,11%,62%,76%,126%,105%
NDN,12,Vòng quay Hàng tồn kho,19%,145%,105%,57%,30%
NDN,13,Lợi nhuận trước thuế/Doanh thu thuần,53%,22%,32%,29%,19%
NDN,14,Lợi nhuận sau thuế/Doanh thu thuần,46%,16%,24%,22%,13%
NDN,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),10%,7%,12%,11%,4%
NDN,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),14%,9%,14%,22%,13%
NDN,1,Lợi nhuận trên vốn đầu tư (ROIC),96%,24%,37%,35%,19%
NDN,2,Tỷ lệ tăng trưởng doanh thu,-19%,16%,3%,65%,2%
NDN,3,Lợi nhuận trên cổ phiếu (EPS),116%,-28%,14%,175%,170%
NDN,4,Vốn chủ sở hữu,2%,26%,77%,57%,17%
NDN,5,Tiền mặt,46%,77%,41%,387%,207%
NDN,1,Cổ tức tiền mặt,N/A,8%,7%,22%,N/A
NDN,2,Tăng trưởng giá cổ phiếu,22%,-22%,1%,142%,54%
NHA,1,Tài sản ngắn hạn/Tổng tài sản,27%,16%,24%,20%,22%
NHA,2,Tài sản dài hạn/Tổng tài sản,73%,84%,76%,80%,78%
NHA,3,Nợ phải trả/Tổng nguồn vốn,4%,7%,32%,20%,23%
NHA,4,Nợ phải trả/Vốn chủ sở hữu,5%,8%,48%,25%,29%
NHA,5,Vốn chủ sở hữu/Tổng nguồn vốn,96%,93%,68%,80%,77%
NHA,6,Thanh toán hiện hành,594%,217%,75%,101%,99%
NHA,7,Thanh toán nhanh,392%,217%,46%,78%,78%
NHA,8,Thanh toán nợ ngắn hạn,56%,24%,1%,10%,19%
NHA,9,Vòng quay Tổng tài sản,10%,92%,97%,48%,34%
NHA,10,Vòng quay tài sản ngắn hạn,40%,444%,427%,224%,127%
NHA,11,Vòng quay vốn chủ sở hữu,12%,116%,134%,61%,44%
NHA,12,Vòng quay Hàng tồn kho,57%,"1,382%","1,092%",833%,542%
NHA,13,Lợi nhuận trước thuế/Doanh thu thuần,39%,14%,11%,12%,1%
NHA,14,Lợi nhuận sau thuế/Doanh thu thuần,31%,11%,9%,10%,1%
NHA,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),14%,11%,7%,5%,0%
NHA,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),15%,12%,11%,6%,0%
NHA,1,Lợi nhuận trên vốn đầu tư (ROIC),58%,14%,10%,12%,1%
NHA,2,Tỷ lệ tăng trưởng doanh thu,-47%,1%,158%,41%,19%
NHA,3,Lợi nhuận trên cổ phiếu (EPS),48%,24%,140%,"1,252%",24%
NHA,4,Vốn chủ sở hữu,17%,8%,27%,6%,0%
NHA,5,Tiền mặt,"1,967%",492%,-83%,-50%,28%
NHA,1,Cổ tức tiền mặt,N/A,5%,10%,10%,N/A
NHA,2,Tăng trưởng giá cổ phiếu,8%,58%,30%,82%,-3%
NHP,1,Tài sản ngắn hạn/Tổng tài sản,39%,34%,39%,35%,90%
